record_id,site_name
0001JR1EEPW55V73NCY2K6V4MC,"Sandy Creek, Monroe County, NY"
0001JR1EEPVF6HCHGZX81E1E8Q,"Sandy Creek, Monroe County, NY"
0001JR1EEPD53D1J0JV3KBMWSK,"Sandy Creek, Monroe County, NY"
0001JR1EEPCRFK7WRCMP8KZC7V,"Sandy Creek, Monroe County, NY"
0001JR1EEPN6G8Q6QYT7FG3N0H,"Sandy Creek, Monroe County, NY"
0001JR1EEP1KPASNKCZ2VGE6P9,"Sandy Creek, Monroe County, NY"
0001JR1EEPCNX6E6326MWW7QJ3,"Sandy Creek, Monroe County, NY"
0001JR1EEP3NRAH0RN4JQ3WBET,"Sandy Creek, Monroe County, NY"
0001JR1EEP424F9PQY8ASWFSXY,"Sandy Creek, Monroe County, NY"
0001JR1EEPT57Q8V2E2NAPZX6R,"Sandy Creek, Monroe County, NY"
0001JR1EEPY2ZHC87PAR00544W,"Sandy Creek, Monroe County, NY"
0001JR1EEP56FV9AS4CSGX48XD,"Sandy Creek, Monroe County, NY"
0001JR1EEP01KPGE22EQSE702K,"Sandy Creek, Monroe County, NY"
0001JR1EEPGKEPCBJVWX8Z0N6X,"Sandy Creek, Monroe County, NY"
0001JR1EEP5XR9JWF0A8B4F8D0,"Sandy Creek, Monroe County, NY"
0001JR1EEP97C0CFTKPXBW48N0,"Sandy Creek, Monroe County, NY"
0001JR1EEPBNDPGY0P9BHD0HX4,"Sandy Creek, Monroe County, NY"
0001JR1EEP9JDTRK903QK9Y53W,"Sandy Creek, Monroe County, NY"
0001JR1EEPEJ6E6SCT8E6Y0XJQ,"Sandy Creek, Monroe County, NY"
0001JR1EEPK6SB23NY1MFESMGN,"Sandy Creek, Monroe County, NY"
0001JR1EEPHCYJVNFFH2YG30QP,"Sandy Creek, Monroe County, NY"
0001JR1EEP1JAEK6EPDEC591DA,"Sandy Creek, Monroe County, NY"
0001JR1EEPX2AWZTYN9PGTZQT1,"Sandy Creek, Monroe County, NY"
0001JR1EEPKPGJXWQ99Z023BN1,"Sandy Creek, Monroe County, NY"
0001JR1EEP625PSGTQVPV7225X,"Sandy Creek, Monroe County, NY"
0001JR1EEPK9S6HBH8WA6KZPMA,"Sandy Creek, Monroe County, NY"
0001JR1EEP2FV79311G7PTDA4V,"Sandy Creek, Monroe County, NY"
0001JR1EEPQDNA0SXJZHMJ8Y74,"Sandy Creek, Monroe County, NY"
0001JR1EEP51R3JAWQAK5MVNSX,"Sandy Creek, Monroe County, NY"
0001JR1EEPF8G2D1504T12HSZ8,"Sandy Creek, Monroe County, NY"
0001JR1EEP0CV246GCJ2PWM6GC,"Sandy Creek, Monroe County, NY"
0001JR1EEPFMSDB4Q2Y9X6ATXA,"Sandy Creek, Monroe County, NY"
0001JR1EEPHHCCJP2K8ZAY8X2D,"Sandy Creek, Monroe County, NY"
0001JR1EEP6YRWCY36Z9H9GBK6,"Sandy Creek, Monroe County, NY"
0001JR1EEPD347J5KZNWWZGWCC,"Sandy Creek, Monroe County, NY"
0001JR1EEPC1MDVTQFJ7QQG73T,"Sandy Creek, Monroe County, NY"
0001JR1EEP8HJSW0HMKEZG9P2V,"Sandy Creek, Monroe County, NY"
0001JR1EEPDQ6C384FBTZ4ZJ61,"Sandy Creek, Monroe County, NY"
0001JR1EEPN6RZQRYGXFWRT2TQ,"Sandy Creek, Monroe County, NY"
0001JR1EEPHG4FEVD8MY6BZKEQ,"Sandy Creek, Monroe County, NY"
0001JR1EEPAJHHXYTPMSV8823R,"Sandy Creek, Monroe County, NY"
0001JR1EEPE0ECPBVS8MP7AQDY,"Sandy Creek, Monroe County, NY"
0001JR1EEP3XZKRDRHKP8BW55H,"Sandy Creek, Monroe County, NY"
0001JR1EEPD694BHVK8VF4C3YR,"Sandy Creek, Monroe County, NY"
0001JR1EEP1Q0W7W3H4C5XZT2G,"Sandy Creek, Monroe County, NY"
0001JR1EEP7A123NRYYMWFVHV1,"Sandy Creek, Monroe County, NY"
0001JR1EEPS5X1W18832DPNAF5,"Sandy Creek, Monroe County, NY"
0001JR1EEP8EWHJM05HC0YCN2Q,"Sandy Creek, Monroe County, NY"
0001JR1EEPK0D5TPJARF734A33,"Sandy Creek, Monroe County, NY"
0001JR1EEPN0XS37ZDERVW3E4H,"Sandy Creek, Monroe County, NY"
0001JR1EEPV389271PCK0JZ56Z,"Sandy Creek, Monroe County, NY"
0001JR1EEPQCPHC9FC0WJZ0VQP,"Sandy Creek, Monroe County, NY"
0001JR1EEPMQ249AE4A1PHVZQS,"Sandy Creek, Monroe County, NY"
0001JR1EEP6901ABMNKGPDXVTQ,"Sandy Creek, Monroe County, NY"
0001JR1EEP2XZSC963WVQ9H9NM,"Sandy Creek, Monroe County, NY"
0001JR1EEPSX3X6EW5MDZZCNDC,"Sandy Creek, Monroe County, NY"
0001JR1EEPC8DCB31YGHYXN12H,"Sandy Creek, Monroe County, NY"
0001JR1EEPQWBY69F0WQGD0XSQ,"Sandy Creek, Monroe County, NY"
0001JR1EEPWRMVEGN57NA1D4W3,"Sandy Creek, Monroe County, NY"
0001JR1EEP5PXH41FSPSM5NQZY,"Sandy Creek, Monroe County, NY"
0001JR1EEPWBD135E8BH73M305,"Sandy Creek, Monroe County, NY"
0001JR1EEPP79NX00TWWQEGBHM,"Sandy Creek, Monroe County, NY"
0001JR1EEP3QA6AQSBDNCHFCSK,"Sandy Creek, Monroe County, NY"
0001JR1EEPH02C2QEKR8JZ5EX5,"Sandy Creek, Monroe County, NY"
0001JR1EEPJ25CBWRN7FNJFH73,"Sandy Creek, Monroe County, NY"
0001JR1EEPWA6TWEV5TDZ7GC4X,"Sandy Creek, Monroe County, NY"
0001JR1EEPA3VG0J20WJAY6XGT,"Sandy Creek, Monroe County, NY"
0001JR1EEPNB8GJD4KMPSC0RFW,"Sandy Creek, Monroe County, NY"
0001JR1EEPWWNKBK80001WF1QN,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP67Q4S5WK86MYGP14,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPZ43BAVEPJPA8Y0C4,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPEYZBKNA0VC7KFJTS,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPFBDJ42BT629NKVZ2,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPBZMTB4EFC93N38GP,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPFRJAN1WDS3EX44EB,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPWSV2AADFXZ6Y2DGV,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPEYAPPC8R86EH4RXF,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPZ6AW6E8K84H9KMAB,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPVM7YEZ2JKF444DD6,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPP54T2D1KHMB769ME,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP7DY2MS0GR78G36EZ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP3EXN83ATJ1SNRQWN,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPZHX4K5TWZTDT8XD4,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPDSPVT7G7X97VGK94,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPXP6H55VNFN5G2VJP,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPDA7EE6CPCFXWE4Z9,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP89WZ64VD5GTFS2HC,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP83614V1849YJ48AJ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP52QD2FNZT50DGK1P,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPF25Y6GS6ZG360Q1Z,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP7MTY4GD3YV7YD40C,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPTRCE6JJAKH84JVYP,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPETDBEA9TXF6CZR34,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP5SJKTD6BXGHJFH43,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPNN6GEJPJ12CGR6P9,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP86V3ZRA6GPZN8SB7,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP55630Q8XG47MK2X7,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPJ0089QR4B8A3TR15,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP2M67HKN4J8FN8QJT,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPF0QP7FH1A4TDWSWY,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP5DQ6SY56VPGPNTBQ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPJQB9G5PXA0JMJ8J4,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP0N4AMQF5APGBAW3S,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPR3QQWMQMTKA80Q61,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9SN84XNKBPX8YX29,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPNXXHXY07SJ93RQM4,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9ASGX2NP0805893R,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPTJHRPY0JEXBHVMRJ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9J2R0W3F8NN2744P,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPQAEGRR71TH144NKM,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPATZ8RXFNARJ24RG0,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPZVK1XY1DSN2AC2WZ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPJK2KN5HDCN0BB2KE,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPD7EB7J836AY52YQ3,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPNKGMCJNZ594GB1PK,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPMZM2WHBR0NYF5EKR,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPZGQ8AM49JBDYP726,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPKNDV6B6DN53CQE9Q,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPNCECSA1B4G6QJ3C6,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPGAKW19E76AK3Y7VE,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPW1TEYSDNBNQ4NJE0,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPSV2QBZ77QPEC1DC3,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP3MGRRZ4DFXGMZBNW,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPD00M519EF54MQYFF,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9GT27W6J9MGEJ1Z1,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPPRVQ866JR2JAPEHD,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPMA2N9ME3XMGC88BT,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP6FKPH2F9J1MGFDQY,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPM8REJKY4QEHGS6VD,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPMEB5ZHS61QBF7090,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPFTA9KPR29QTXYQNT,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPBH86ZXZBJR9YNWDD,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPRCBVDQZ1M7PCANJN,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPE0EV69GC0Y6PZJ13,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPSZFWH10CPZ8AMGSN,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP1N5ESXFVVZ35Q58V,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPRFHV1E79NR486YGS,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPS7PZJSW8KVZ3V7W2,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPTJ2339Y55D3BJTW8,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPQ8TWFRHEJF2DCX1Q,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPRARYX7H9DVN73JMQ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP2X6QV7ZE9JTDGK1V,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPSWX2A2PGHAF939CZ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP5RF79CR1XDN0JPZA,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPY747CPNG9V77VBTQ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP7T4AVBH28BGDPG56,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPY2P1YA4VHX5ZVRRM,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP1H91PD3XMJ8NTQSV,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP655235CQ7BZFT8TG,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPPM7D043Z5MJQEDV8,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPB2NMTW40SEFZ8K93,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPRZPY0JHFGRDHR19R,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPMVMMPEG0A0C99MM0,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPDR9AXNGRA5YVZXNZ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPVHBSYYFGYZGD0EGA,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPGEM00JQBJ1M85CMM,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP94D2CDAF5SJHQVSR,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPJ9507EQB6CYV9B1V,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPQ2T0D4RS75NCW1KV,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPFW8ZW6Z0WQE15GRN,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPFK2M1D3QE1NWPEC7,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPVQVPRRY8RKBE6GBH,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPEH5AV4ZY9D77P2ZW,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP8B930W686MTT8NTQ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9G8BYW62J355XYGG,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP682N1YW3CXMDGH02,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPMTZYN7S2TY87P3CJ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPXT3YBS9YJ811QNCV,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPB8XWA58K61GYXGND,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPA1HKWK2MHJAQ0BK6,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPE12K520C8K4JRZNY,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP5CZB06DWM0BQC2NB,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP0MGEXAE122Q56Y1W,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP6TGWDAF081DBFV3X,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPQAVKRT3ZB7VN7XEJ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP6PRDJQN8C12E0BD4,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP18GE8YMHN3W16EMX,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP48AARS82SFSG3FRQ,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP9ZGWZ7JYHEFKGSDC,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEP0PD8Q6XNW791SPRA,"Halawakee Creek, Chambers County, Alabama, USA"
0001JR1EEPY72CZEG32D6CWQH5,Brahmaputra river
0001JR1EEPNKDMZ63HF495SPMD,Brahmaputra river
0001JR1EEPZ03686FA26VHFZ7K,Brahmaputra river
0001JR1EEPT0JDWM950Q6DRNH1,Brahmaputra river
0001JR1EEP1J16M51VQ478X4EE,Brahmaputra river
0001JR1EEP1MH5BTGVKR14K31X,Brahmaputra river
0001JR1EEPA5B38AYH2R724KRR,Brahmaputra river
0001JR1EEP3KSHRBKQDE53ZYY7,Brahmaputra river
0001JR1EEP4AW44G4EQA1CZQRY,Brahmaputra river
0001JR1EEPKF0JHEDCQP534ZKZ,Brahmaputra river
0001JR1EEPBGF4H5JAN7MR425E,Brahmaputra river
0001JR1EEP6TMWC6JX6NTKSAMM,Brahmaputra river
0001JR1EEPTRE9GNC642PPNHCM,Brahmaputra river
0001JR1EEPK160SZNM6M9SQRG8,Brahmaputra river
0001JR1EEPZ05EQXQDBRKKJXYR,Brahmaputra river
0001JR1EEPGDXD2SB5CV859G0Z,Brahmaputra river
0001JR1EEPVZ3Y7PJPDKV801R8,Brahmaputra river
0001JR1EEPPREJRV6J5ZJWEY1C,Brahmaputra river
0001JR1EEP5KZ3E19QHZPW0TCN,Brahmaputra river
0001JR1EEPTTK0MC5SJ9SAGQNK,Brahmaputra river
0001JR1EEPFF3DZGXCSB3VWV2F,Brahmaputra river
0001JR1EEPCCPV7Z1ZQ9W368Q0,Brahmaputra river
0001JR1EEPWF5JSDJMBCZG8EX7,Brahmaputra river
0001JR1EEPWVDSF1FKG0EAVKAS,Brahmaputra river
0001JR1EEPJ870MCPNKXJT1D96,Brahmaputra river
0001JR1EEP1CWKZ8M04J16V5D4,Brahmaputra river
0001JR1EEPDXSRCXVADMTZV09J,Brahmaputra river
0001JR1EEPZ9E3M5ZM7D3ZA068,Brahmaputra river
0001JR1EEP8PTJ1HCBAEW8T30D,Brahmaputra river
0001JR1EEPYG9PA23E3E945E6B,Brahmaputra river
0001JR1EEPX1NVGRZHKAJB0M9W,Brahmaputra river
0001JR1EEP8JZSCEGWCK2Z8GCR,Brahmaputra river
0001JR1EEPTXHK7G3SDT6PR54C,Brahmaputra river
0001JR1EEPX6VBESRD4NMAPSE1,Brahmaputra river
0001JR1EEPSVGXJVBZW8VEGK5Q,Brahmaputra river
0001JR1EEP3WTR412V0G0AF3J8,Brahmaputra river
0001JR1EEP7YNECQ2X4SZTQB7D,Brahmaputra river
0001JR1EEPR2AKBQNGJ7B15SZA,Brahmaputra river
0001JR1EEPYBKDP0F83VADX0QW,Brahmaputra river
0001JR1EEPY2069DMXSAJBB0S0,Brahmaputra river
0001JR1EEP4MV03KAAN74N9MKC,Brahmaputra river
0001JR1EEPWK0F5WM1PREK2602,Brahmaputra river
0001JR1EEPZPB38F63QVCSWJNK,Brahmaputra river
0001JR1EEP3AAXFSGH7694HQWW,Brahmaputra river
0001JR1EEP97DHT10JRSH8VY6M,Brahmaputra river
0001JR1EEPD7P7XNC7D7AH2K27,Brahmaputra river
0001JR1EEPB7TDF85B36G7P6Y4,Brahmaputra river
0001JR1EEPHJD2993QM8FFV001,Brahmaputra river
0001JR1EEPPAS3CPH1DTTJC46S,"Great Bear Lake, Canada"
0001JR1EEPCQAV6HAA84TCZ3E3,"Great Bear Lake, Canada"
0001JR1EEPT9QYYV8RS386ABPR,"Great Bear Lake, Canada"
0001JR1EEP1B573R4TWQ3T6484,"Great Bear Lake, Canada"
0001JR1EEPGAQCZJN10MJ128WQ,"Great Bear Lake, Canada"
0001JR1EEP4ECJBXZJ2GT0QCHJ,"Great Bear Lake, Canada"
0001JR1EEP0NEBXYSMGRYZ31SV,"Great Bear Lake, Canada"
0001JR1EEPKEPP314TF1W85N8E,"Great Bear Lake, Canada"
0001JR1EEPM932MN4106Y9HYKF,"Great Bear Lake, Canada"
0001JR1EEP46GYPYB00NEF1YKZ,"Great Bear Lake, Canada"
0001JR1EEP41ZHMMC4AY636J55,"Great Bear Lake, Canada"
0001JR1EEPGWCFRKYQ16N0J398,"Great Bear Lake, Canada"
0001JR1EEPQMYP5JJFRSQ41HN7,"Great Bear Lake, Canada"
0001JR1EEPCTAGPKK2DCJQ2P35,"Great Bear Lake, Canada"
0001JR1EEPVNGYPJG7JRPRZY9D,"Great Bear Lake, Canada"
0001JR1EEP33XB9DCSSXAEJ09N,"Great Bear Lake, Canada"
0001JR1EEPAK5T4KKSAD97YV9E,"Great Bear Lake, Canada"
0001JR1EEPD35SG6DM71K0GQXR,"Great Bear Lake, Canada"
0001JR1EEPG67NCZA98YFYA5XK,"Great Bear Lake, Canada"
0001JR1EEP3FERTRZRB8ABBTWM,"Great Bear Lake, Canada"
0001JR1EEP5K35CZ0YH88GXZ9T,"Great Bear Lake, Canada"
0001JR1EEPAVJ3FR24S2WEJVHN,"Great Bear Lake, Canada"
0001JR1EEPRPSXWWJZTKAD289J,"Great Bear Lake, Canada"
0001JR1EEP09RGY1T59NZE60HF,"Great Bear Lake, Canada"
0001JR1EEPJXEZFBXQVSF33FSR,"Great Bear Lake, Canada"
0001JR1EEPHD3FH9EBQ9HPBMSB,"Great Bear Lake, Canada"
0001JR1EEP82MF4C7HRGGDGWJW,"Great Bear Lake, Canada"
0001JR1EEPZ4VP2VFN8AEEFT3Z,"Great Bear Lake, Canada"
0001JR1EEPPWYQK0M5EX3S4QYH,"Great Bear Lake, Canada"
0001JR1EEPBHMEZ0GE9WESM3GB,"Great Bear Lake, Canada"
0001JR1EEPZS3BWHAGBKTA6KGB,"Great Bear Lake, Canada"
0001JR1EEPB7YJY64BJ2F945NH,"Great Bear Lake, Canada"
0001JR1EEP3E9F7F75JM2WZVXR,"Great Bear Lake, Canada"
0001JR1EEP80RGGW1P0VVNDQ7J,"Great Bear Lake, Canada"
0001JR1EEPX3BHJBTVT9VFXD25,"Great Bear Lake, Canada"
0001JR1EEP07JDEN26JSYX9WA5,"Great Bear Lake, Canada"
0001JR1EEP7PDSRETZ7N1ARXTK,"Great Bear Lake, Canada"
0001JR1EEPFHB7REHW1TVJ5QBR,"Great Bear Lake, Canada"
0001JR1EEPQHY7MQ3R84X52ZS7,"Great Bear Lake, Canada"
0001JR1EEPC1WAER2QKQT79V63,"Great Bear Lake, Canada"
0001JR1EEPS7WT067M3J18DDWB,"Great Bear Lake, Canada"
0001JR1EEP1SYFD9ZW21V30VRE,"Great Bear Lake, Canada"
0001JR1EEP4F8NZTDCSMVJ3XHH,"Great Bear Lake, Canada"
0001JR1EEPV2N6ESGT19SWZ4J8,"Great Bear Lake, Canada"
0001JR1EEPBETW39KQ73Y085VZ,"Great Bear Lake, Canada"
0001JR1EEPVGW9CAAPF39466JN,"Great Bear Lake, Canada"
0001JR1EEPVY5DSBZABFE90AHH,"Great Bear Lake, Canada"
0001JR1EEPPHAHHWBAA76S3ZGJ,"Great Bear Lake, Canada"
0001JR1EEPA2PXYS6G0MC5Y0K7,"Great Bear Lake, Canada"
0001JR1EEP6AD047T973HJJGNT,"Great Bear Lake, Canada"
0001JR1EEPZSZGK09JQ8YRQYCD,"Great Bear Lake, Canada"
0001JR1EEPQTT8YMAWVMNG8HAJ,"Great Bear Lake, Canada"
0001JR1EEP8JNYMNTQF464E4Q5,"Great Bear Lake, Canada"
0001JR1EEPKWCA5A8WYFTK5ECQ,"Great Bear Lake, Canada"
0001JR1EEPNQE918T417PRWVMK,"Great Bear Lake, Canada"
0001JR1EEPGFX8X8Q66A5JHR20,"Great Bear Lake, Canada"
0001JR1EEPAG6MMFMA2F0CSJMF,"Great Bear Lake, Canada"
0001JR1EEP44CRWB733XHDHFT7,"Great Bear Lake, Canada"
0001JR1EEP864GCCEZEMSAJRVE,"Great Bear Lake, Canada"
0001JR1EEPENNYPCH548AB8TRB,"Great Bear Lake, Canada"
0001JR1EEPWNDYDJH22P76MXKD,"Great Bear Lake, Canada"
0001JR1EEPAPBSMDSY4M4SS3RX,"Great Bear Lake, Canada"
0001JR1EEP400Z07YC55NDZRAQ,"Great Bear Lake, Canada"
0001JR1EEP2PFE314D92G3JXSK,"Great Bear Lake, Canada"
0001JR1EEP7WMJHFQJ11EC2D6P,"Great Bear Lake, Canada"
0001JR1EEPGXHFW9PSXZP4QKSW,"Great Bear Lake, Canada"
0001JR1EEPWJVBGD07C362DWDC,"Great Bear Lake, Canada"
0001JR1EEPAHGP7PZWG3TEWBDS,"Great Bear Lake, Canada"
0001JR1EEPPCC3EZFSEZHSY7D4,"Great Bear Lake, Canada"
